ProductKey,OrderDate,CustomerKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,OrderQuantity,DiscountAmount,ProductStandardCost,SalesAmount,Territories.Region,Territories.Country,Territories.Continent
376,2003-10-17,19576,9,SO56266,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2003-10-28,19577,9,SO56844,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2003-11-01,19787,9,SO57233,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2003-11-10,19786,9,SO57739,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2003-11-13,19947,9,SO57892,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2003-11-13,19788,9,SO57894,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2003-11-19,19772,9,SO58246,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2003-11-25,19790,9,SO58575,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2003-12-01,19977,9,SO59123,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2003-12-02,20219,9,SO59190,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2003-12-09,17309,9,SO59691,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2003-12-13,17285,9,SO59960,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2003-12-15,20242,9,SO60102,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2003-12-15,19963,9,SO60104,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2003-12-18,20225,9,SO60295,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2003-12-21,20239,9,SO60501,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2003-12-21,19974,9,SO60502,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2003-12-23,17315,9,SO60609,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2003-12-24,20227,9,SO60685,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2003-12-24,19979,9,SO60686,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2003-12-25,20238,9,SO60742,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2003-12-28,19970,9,SO60936,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2003-12-31,19975,9,SO61160,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2004-01-18,20256,9,SO62333,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2004-01-27,20430,9,SO62859,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2004-01-27,20253,9,SO62861,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2004-02-05,21205,9,SO63602,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2004-02-08,21173,9,SO63799,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2004-02-09,21165,9,SO63868,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2004-02-09,18188,9,SO63870,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2004-02-11,21179,9,SO63984,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2004-02-20,13528,9,SO64598,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2004-02-25,20623,9,SO64888,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2004-02-28,21203,9,SO65068,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2004-03-02,18276,9,SO65443,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2004-03-06,21404,9,SO65669,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2004-03-10,21226,9,SO65941,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2004-03-16,21556,9,SO66307,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2004-03-19,21402,9,SO66489,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2004-03-20,18269,9,SO66549,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2004-03-25,21219,9,SO66872,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2004-04-08,21886,9,SO67893,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2004-04-11,21899,9,SO68069,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2004-04-23,21569,9,SO68869,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2004-04-27,21895,9,SO69141,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2004-04-30,21568,9,SO69376,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2004-05-03,22193,9,SO69776,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2004-05-08,22180,9,SO70148,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2004-05-23,21974,9,SO71195,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2004-05-31,21957,9,SO71693,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2004-06-02,22906,9,SO72047,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2004-06-05,22929,9,SO72249,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2004-06-05,18337,9,SO72250,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2004-06-06,22196,9,SO72325,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2004-06-07,22913,9,SO72412,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2004-06-17,22200,9,SO73161,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
376,2004-06-30,22202,9,SO74137,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2003-07-11,18220,9,SO51337,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2003-07-16,18217,9,SO51426,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2003-07-23,18219,9,SO51528,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2003-07-29,18242,9,SO51635,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2003-08-06,18272,9,SO52107,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2003-08-09,18484,9,SO52278,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2003-08-23,18303,9,SO53003,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2003-08-30,13520,9,SO53345,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2003-08-30,18284,9,SO53348,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2003-09-02,18735,9,SO53710,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2003-09-04,18486,9,SO53772,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2003-09-06,18724,9,SO53912,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2003-09-07,18746,9,SO53969,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2003-09-19,18693,9,SO54649,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2003-09-21,18718,9,SO54762,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2003-09-22,18691,9,SO54804,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2003-09-27,18725,9,SO55081,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2003-09-30,18491,9,SO55179,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2003-09-30,18909,9,SO55226,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2003-10-04,19588,9,SO55541,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2003-10-04,19586,9,SO55542,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2003-10-05,19094,9,SO55605,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2003-10-14,19595,9,SO56112,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2003-10-17,19560,9,SO56265,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2003-10-18,13524,9,SO56320,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2003-10-20,19099,9,SO56425,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2003-10-21,19558,9,SO56475,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2003-10-26,18928,9,SO56750,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2003-10-27,19096,9,SO56787,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2003-11-03,19791,9,SO57362,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2003-11-06,19782,9,SO57523,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2003-11-09,19793,9,SO57674,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2003-11-10,19949,9,SO57733,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2003-11-17,19792,9,SO58113,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2003-11-22,19794,9,SO58399,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2003-11-24,19612,9,SO58535,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2003-12-01,20228,9,SO59122,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2003-12-06,20217,9,SO59460,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2003-12-20,19964,9,SO60429,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2003-12-24,19951,9,SO60683,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2003-12-27,19967,9,SO60882,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2003-12-28,19965,9,SO60935,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2004-01-12,20614,9,SO61957,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2004-01-15,13527,9,SO62138,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2004-01-15,17354,9,SO62139,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2004-01-16,20613,9,SO62218,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2004-01-17,20451,9,SO62273,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2004-01-19,20600,9,SO62383,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2004-01-20,20259,9,SO62455,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2004-01-24,20610,9,SO62674,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2004-01-28,20608,9,SO62931,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2004-02-02,21169,9,SO63408,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2004-02-08,20621,9,SO63758,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2004-02-12,20622,9,SO63996,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2004-02-27,20624,9,SO65009,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2004-02-29,21167,9,SO65142,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2004-03-07,21218,9,SO65732,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2004-03-07,21214,9,SO65733,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2004-03-13,13994,9,SO66138,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2004-03-18,21215,9,SO66420,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2004-03-20,21559,9,SO66548,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2004-03-21,21225,9,SO66621,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2004-04-03,21878,9,SO67557,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2004-04-05,21888,9,SO67687,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2004-04-05,21876,9,SO67689,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2004-04-09,21885,9,SO67945,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2004-04-28,21567,9,SO69226,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2004-04-29,21893,9,SO69299,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2004-04-30,21892,9,SO69375,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2004-05-06,21948,9,SO69945,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2004-05-08,21947,9,SO70089,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2004-05-24,21994,9,SO71264,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2004-05-25,21958,9,SO71283,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2004-05-29,21966,9,SO71559,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2004-06-04,22851,9,SO72167,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2004-06-06,22197,9,SO72326,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2004-06-08,22908,9,SO72486,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2004-06-21,18336,9,SO73471,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
378,2004-06-27,22912,9,SO73918,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2003-07-03,18208,9,SO51203,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2003-07-12,18240,9,SO51359,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2003-07-13,18205,9,SO51374,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2003-07-13,18218,9,SO51376,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2003-07-20,18213,9,SO51478,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2003-07-20,16687,9,SO51479,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2003-08-07,13521,9,SO52153,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2003-08-07,18254,9,SO52155,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2003-08-08,18275,9,SO52212,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2003-08-09,18249,9,SO52279,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2003-08-09,18302,9,SO52328,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2003-09-03,18716,9,SO53766,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2003-09-05,18488,9,SO53830,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2003-09-11,18494,9,SO54148,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2003-09-18,18747,9,SO54578,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2003-09-19,18496,9,SO54586,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2003-09-20,18493,9,SO54658,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2003-09-22,16745,9,SO54808,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2003-10-12,19561,9,SO56009,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2003-10-14,19594,9,SO56111,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2003-10-18,19555,9,SO56319,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2003-10-18,18931,9,SO56321,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2003-10-24,18930,9,SO56640,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2003-10-28,19568,9,SO56843,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2003-11-01,19789,9,SO57234,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2003-11-07,19607,9,SO57584,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2003-11-09,19628,9,SO57677,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2003-11-10,19614,9,SO57738,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2003-11-21,13525,9,SO58338,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2003-11-22,19609,9,SO58406,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2003-12-05,17329,9,SO59389,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2003-12-07,17310,9,SO59554,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2003-12-15,20244,9,SO60103,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2003-12-17,19971,9,SO60238,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2003-12-17,19957,9,SO60239,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2003-12-31,17308,9,SO61159,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2004-01-01,20246,9,SO61308,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2004-01-04,20616,9,SO61429,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2004-01-07,20612,9,SO61639,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2004-01-11,17353,9,SO61908,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2004-01-14,20258,9,SO62076,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2004-01-19,20446,9,SO62382,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2004-01-24,20445,9,SO62672,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2004-01-28,20456,9,SO62930,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2004-02-01,18255,9,SO63347,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2004-02-01,20629,9,SO63348,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2004-02-06,20628,9,SO63678,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2004-02-09,20625,9,SO63869,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2004-02-15,21183,9,SO64227,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2004-02-17,21211,9,SO64361,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2004-02-19,20617,9,SO64455,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2004-02-22,21168,9,SO64720,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2004-02-24,18245,9,SO64844,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2004-02-24,20627,9,SO64845,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2004-02-28,21202,9,SO65067,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2004-02-28,18268,9,SO65069,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2004-03-09,21558,9,SO65857,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2004-03-13,21394,9,SO66139,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2004-03-17,21393,9,SO66359,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2004-03-18,21560,9,SO66418,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2004-03-19,18281,9,SO66490,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2004-03-23,21403,9,SO66748,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2004-04-04,21889,9,SO67629,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2004-04-10,21944,9,SO68015,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2004-04-25,21874,9,SO69006,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2004-04-27,21873,9,SO69142,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2004-04-29,21570,9,SO69300,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2004-05-11,21987,9,SO70356,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2004-05-25,21955,9,SO71282,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2004-06-02,22198,9,SO72048,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2004-06-11,22199,9,SO72703,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2004-06-11,22201,9,SO72704,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2004-06-20,22850,9,SO73385,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2004-06-27,13997,9,SO73919,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
372,2004-06-29,22930,9,SO74075,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
380,2003-07-01,18239,9,SO51176,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
380,2003-07-13,18209,9,SO51375,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
380,2003-07-29,18238,9,SO51636,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
380,2003-08-20,18296,9,SO52841,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
380,2003-08-30,18297,9,SO53349,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
380,2003-09-01,18692,9,SO53653,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
380,2003-09-10,18708,9,SO54139,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
380,2003-09-15,16742,9,SO54422,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
380,2003-09-18,18737,9,SO54577,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
380,2003-09-21,16741,9,SO54760,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
380,2003-09-21,18731,9,SO54761,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
380,2003-09-23,18738,9,SO54866,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
380,2003-09-26,18695,9,SO55025,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
380,2003-09-27,18490,9,SO55030,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
380,2003-09-30,16743,9,SO55225,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
380,2003-10-05,17280,9,SO55606,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
380,2003-10-28,19105,9,SO56842,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
380,2003-10-30,19102,9,SO56946,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
380,2003-11-08,19948,9,SO57625,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
380,2003-11-14,19784,9,SO57944,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
380,2003-11-15,19613,9,SO58008,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
380,2003-11-15,19783,9,SO58009,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
380,2003-11-19,19795,9,SO58238,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
380,2003-11-21,19773,9,SO58341,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
380,2003-11-28,19785,9,SO58767,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
380,2003-11-29,19611,9,SO58819,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
380,2003-11-30,19602,9,SO58890,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
380,2003-12-05,17286,9,SO59390,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
380,2003-12-07,20226,9,SO59553,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
380,2003-12-11,19968,9,SO59813,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
380,2003-12-12,19978,9,SO59884,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
380,2003-12-16,19960,9,SO60164,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
380,2003-12-27,19956,9,SO60880,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
380,2003-12-30,19958,9,SO61079,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
380,2004-01-04,20615,9,SO61428,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
380,2004-01-09,20448,9,SO61773,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
380,2004-01-11,20450,9,SO61907,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
380,2004-01-12,20452,9,SO61956,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
380,2004-01-24,20444,9,SO62671,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
380,2004-01-24,17352,9,SO62673,1,1,0,1554.9479,2443.35,Australia,Australia,Pacific
